"wave","m1","m2","m3","m4","m5","m6","s1","s2","s3","s4","s5","s6","t1","t2","t3","t4","t5","t6"
540,5.8275,4.865,10.59,7.5175,8.73,5.535,4.375,4.72,5.315,7.255,5.7375,5.7575,10.21,6.545,2.78,2.9175,6.04,5.26
545,6.02333333333333,5.04666666666667,10.7566666666667,7.73666666666667,8.80333333333333,5.7,4.35666666666667,4.74666666666667,5.44666666666667,7.4,5.87666666666667,5.89,10.2766666666667,6.9,2.7,3.03333333333333,6.39,5.33333333333333
550,6.285,5.0025,11.415,8.3875,9.6425,6.1025,4.71,5.0425,5.5125,7.5025,6.1725,6.025,11.0275,6.7025,2.94,3.1175,6.43,5.51
555,6.37,5.05,11.6966666666667,8.52,9.85666666666667,6.20333333333333,4.84333333333333,5.12666666666667,5.58666666666667,7.58333333333333,6.26666666666667,6.11666666666667,11.3733333333333,6.16666666666667,3.07,3.15,6.40333333333333,5.54
560,6.33,5.14,11.4575,8.3175,9.5225,6.0875,4.75,5.0325,5.6125,7.6175,6.2325,6.135,11.34,6.61,3.0325,3.1225,6.4025,5.47
565,6.255,5.1,11.1925,8.17,9.28,6.0375,4.71,4.96,5.5425,7.6175,6.24,6.1,11.0175,6.885,2.945,3.0325,6.245,5.2775
570,6.12333333333333,4.98,10.9,7.99,9.03333333333333,5.96,4.67333333333333,4.88333333333333,5.41666666666667,7.57,6.22666666666667,6.02,10.6,6.73333333333333,2.81333333333333,2.89333333333333,5.96666666666667,5.00666666666667
575,5.95,4.815,10.57,7.7675,8.7575,5.865,4.635,4.7875,5.26,7.5,6.195,5.9125,10.075,6.4875,2.67,2.7325,5.6475,4.715
580,5.79333333333333,4.68,10.2733333333333,7.55666666666667,8.5,5.77,4.6,4.7,5.13333333333333,7.43666666666667,6.17,5.83,9.60333333333333,6.28,2.54666666666667,2.60333333333333,5.37333333333333,4.46333333333333
585,5.675,4.575,10.0375,7.3975,8.295,5.7,4.565,4.6275,5.0375,7.385,6.145,5.76,9.2475,6.1375,2.45,2.5025,5.1675,4.265
590,5.57,4.4825,9.785,7.2475,8.0975,5.635,4.5325,4.5475,4.9175,7.3275,6.12,5.6825,8.89,6.055,2.355,2.42,4.9975,4.105
595,5.52666666666667,4.43,9.68,7.18333333333333,8.01666666666667,5.62,4.52,4.51,4.87333333333333,7.31333333333333,6.13666666666667,5.66,8.69666666666667,5.89666666666667,2.3,2.36333333333333,4.89,4.01
600,5.51,4.4075,9.61,7.1425,7.9575,5.6175,4.52,4.49,4.86,7.32,6.16,5.6675,8.5825,5.85,2.2675,2.335,4.825,3.94
605,5.47,4.38,9.51666666666667,7.08,7.86666666666667,5.6,4.52,4.46,4.84,7.31666666666667,6.17,5.65666666666667,8.44,5.80333333333333,2.23,2.3,4.75333333333333,3.86
610,5.385,4.3175,9.345,6.96,7.7125,5.5525,4.5,4.4025,4.7775,7.295,6.1675,5.6175,8.1975,5.7225,2.1775,2.2475,4.64,3.7375
615,5.2575,4.2125,9.105,6.7875,7.505,5.48,4.4725,4.33,4.675,7.245,6.155,5.5525,7.84,5.58,2.0925,2.1775,4.48,3.5825
620,5.17,4.13,8.93,6.66,7.35666666666667,5.43666666666667,4.45666666666667,4.27333333333333,4.6,7.22,6.16,5.5,7.56333333333333,5.44666666666667,2.03,2.12,4.36333333333333,3.47
625,5.1125,4.09,8.81,6.5875,7.25,5.415,4.45,4.2275,4.555,7.21,6.1625,5.48,7.405,5.4375,1.995,2.095,4.305,3.3975
630,5.09,4.08,8.745,6.57,7.2025,5.425,4.4575,4.2075,4.5375,7.2275,6.2075,5.4875,7.3,5.4675,1.97,2.09,4.29,3.37
635,5.08,4.07,8.7,6.54666666666667,7.16,5.44,4.46666666666667,4.19,4.52333333333333,7.24,6.24333333333333,5.5,7.21333333333333,5.39666666666667,1.95,2.08,4.27333333333333,3.33
640,5.0225,4.0125,8.5725,6.45,7.0725,5.42,4.4725,4.1525,4.4725,7.23,6.26,5.46,7.0025,5.2325,1.8975,2.0375,4.1775,3.2425
645,4.88,3.8875,8.3025,6.2575,6.8775,5.3525,4.4475,4.065,4.355,7.17,6.245,5.36,6.57,5.055,1.785,1.9575,4.03,3.0925
650,4.75333333333333,3.78,8.07,6.08666666666667,6.68333333333333,5.27666666666667,4.4,3.99666666666667,4.24,7.11,6.21333333333333,5.29,6.14333333333333,4.87333333333333,1.69,1.88666666666667,3.90666666666667,2.98666666666667
655,4.655,3.7125,7.9125,5.975,6.5325,5.23,4.385,3.935,4.1675,7.0725,6.195,5.245,5.8975,4.7675,1.6325,1.85,3.8125,2.9
660,4.525,3.6025,7.6775,5.785,6.3375,5.1575,4.3625,3.8675,4.075,7.0275,6.19,5.1775,5.5075,4.5525,1.5575,1.7975,3.685,2.79
665,4.35,3.47666666666667,7.39,5.54333333333333,6.08,5.05666666666667,4.32666666666667,3.78,3.95666666666667,6.94666666666667,6.14333333333333,5.08,5.04,4.38666666666667,1.47,1.73666666666667,3.54333333333333,2.65333333333333
670,4.1725,3.3875,7.135,5.375,5.8625,4.9875,4.3125,3.6775,3.8575,6.885,6.1125,4.9975,4.675,4.3125,1.3875,1.695,3.4075,2.5475
675,4.12,3.36,7.0175,5.325,5.6775,4.9325,4.2475,3.6425,3.8075,6.85,6.065,5.015,4.36,4.295,1.3375,1.6725,3.395,2.53
680,4.205,3.395,7.07,5.3775,5.7975,5.035,4.3125,3.6775,3.8525,6.9525,6.22,5.0475,4.445,4.4025,1.3475,1.7,3.48,2.565
685,4.49666666666667,3.54,7.49,5.66,6.24333333333333,5.25333333333333,4.51333333333333,3.83666666666667,4.02666666666667,7.16333333333333,6.44333333333333,5.17333333333333,5.02333333333333,4.14666666666667,1.51,1.8,3.63,2.68
690,5.0025,4,8.2875,6.36,6.8425,5.5975,4.66,4.0525,4.41,7.4625,6.705,5.5525,6.445,4.85,1.82,2.0725,4.17,3.09
695,5.995,4.84,9.7125,7.595,8.01,6.25,4.9675,4.515,5.145,8.01,7.1725,6.2125,8.9225,6.3825,2.4125,2.6275,5.235,3.9575
700,7.2,5.84666666666667,11.35,8.98666666666667,9.39666666666667,7.00333333333333,5.34666666666667,5.06333333333333,6.01333333333333,8.62666666666667,7.69666666666667,6.98666666666667,11.69,7.82,3.11666666666667,3.34333333333333,6.58,5.07333333333333
705,8.5925,6.995,13.12,10.5175,10.9775,7.8575,5.7775,5.685,6.98,9.2925,8.2925,7.8575,14.5725,9.25,3.9125,4.2425,8.1825,6.4625
710,10.185,8.3225,15.0275,12.1775,12.74,8.8075,6.24,6.3725,8.0475,9.995,8.9225,8.8275,17.645,10.8825,4.805,5.375,10.1075,8.155
715,11.675,9.5775,16.67,13.6725,14.2875,9.69,6.655,6.97,9.0025,10.5975,9.45,9.695,20.4675,12.6025,5.675,6.59,12.07,9.885
720,13.0633333333333,10.72,18.1533333333333,15.0966666666667,15.97,10.5233333333333,7.04333333333333,7.59666666666667,9.79666666666667,11.1466666666667,10.03,10.4766666666667,22.7033333333333,13.9866666666667,6.49,7.89666666666667,13.99,11.7466666666667
725,14.485,11.8775,19.72,16.5425,17.5575,11.4075,7.4525,8.1775,10.6575,11.6925,10.555,11.305,25.2075,15.34,7.34,9.2475,15.9125,13.57
730,15.93,13.085,21.2375,17.985,19.2875,12.2825,7.8575,8.825,11.52,12.2575,11.1375,12.165,27.58,16.775,8.27,10.7975,17.975,15.59
735,17.17,14.1275,22.5875,19.2025,20.7,13.05,8.2125,9.3725,12.31,12.74,11.6375,12.935,29.695,17.94,9.115,12.135,19.6675,16.7825
740,18.05,14.895,23.4175,19.975,21.6025,13.5375,8.455,9.7525,12.9025,13.0975,11.9825,13.5025,31.215,18.9225,9.7625,13.185,20.96,16.355
745,18.63,15.3966666666667,23.9766666666667,20.5133333333333,22.2166666666667,13.8933333333333,8.63666666666667,10.02,13.32,13.34,12.2433333333333,13.9066666666667,32.22,19.55,10.21,13.8966666666667,21.8,15.9733333333333
750,19.03,15.745,24.2975,20.8525,22.5975,14.1225,8.765,10.205,13.6,13.525,12.435,14.185,32.9225,20.025,10.52,14.42,22.4075,16.2525
755,19.35,16.0125,24.56,21.18,22.9325,14.3275,8.9025,10.3775,13.835,13.6725,12.6125,14.4275,33.465,20.365,10.785,14.835,22.845,16.65
760,19.53,16.19,24.1725,20.8675,22.4525,14.195,8.8275,10.265,13.9375,13.76,12.575,14.4975,34.13,21.18,10.935,15.1675,23.3625,20.0875
765,19.635,16.29,24.64,21.545,23.395,14.55,9.045,10.6125,13.975,13.94,13.03,14.7375,33.64,20.755,11.015,15.4775,23.5075,21.0225
770,19.8225,16.4,24.8775,21.73,23.43,14.695,9.18,10.7075,14.22,13.985,13.06,14.915,34.245,20.805,11.105,15.52,23.575,19.7875
775,19.89,16.4866666666667,24.7366666666667,21.6133333333333,23.2766666666667,14.6466666666667,9.19666666666667,10.71,14.3233333333333,14.04,13.0833333333333,14.9866666666667,34.4666666666667,21.07,11.2,15.6233333333333,23.71,19.05
780,19.9675,16.5575,24.7175,21.6375,23.28,14.6825,9.2475,10.76,14.4175,14.11,13.165,15.0775,34.595,21.1975,11.2625,15.725,23.8175,19.6525
785,20.035,16.62,24.685,21.6825,23.2675,14.7325,9.3025,10.8,14.4875,14.17,13.245,15.1625,34.7525,21.335,11.3125,15.825,23.93,20.665
790,20.1,16.6625,24.5975,21.6875,23.2225,14.745,9.3375,10.825,14.52,14.2175,13.31,15.215,34.87,21.4975,11.35,15.9525,24.0775,21.2675
795,20.16,16.7225,24.635,21.7875,23.3,14.83,9.4125,10.895,14.605,14.2875,13.42,15.3175,34.9925,21.5725,11.4025,16.0525,24.185,21.3825
800,20.2325,16.78,24.6225,21.8475,23.3025,14.88,9.465,10.9325,14.6625,14.3375,13.4975,15.3825,35.1225,21.705,11.4525,16.1625,24.315,21.475
805,20.3,16.85,24.6625,21.945,23.3625,14.9475,9.5175,10.9925,14.7275,14.4,13.59,15.465,35.225,21.7875,11.5025,16.2675,24.4275,21.57
810,20.375,16.92,24.645,21.9975,23.3175,15.0125,9.565,11.0125,14.795,14.435,13.6375,15.5225,35.45,21.97,11.5725,16.345,24.545,21.6375
815,20.385,16.95,24.405,21.865,23.1225,14.9375,9.535,10.9625,14.74,14.44,13.63,15.4825,35.5725,22.315,11.62,16.515,24.775,21.75
820,20.425,16.9875,24.6225,22.185,23.4725,15.125,9.645,11.1025,14.7825,14.5075,13.815,15.585,35.495,22.1725,11.66,16.5925,24.835,21.95
825,20.5275,17.06,24.7175,22.305,23.55,15.2025,9.6975,11.145,14.86,14.5625,13.89,15.6775,35.6425,22.2375,11.6775,16.68,24.9375,21.985
830,20.5875,17.1325,24.7075,22.31,23.5125,15.2275,9.7275,11.1625,14.9375,14.6125,13.9425,15.7425,35.805,22.3525,11.7175,16.74,25.04,22.0025
835,20.6625,17.205,24.8075,22.43,23.6425,15.305,9.775,11.23,15.02,14.6725,14.035,15.85,35.865,22.3675,11.77,16.7925,25.0975,22.0375
840,20.75,17.29,24.8825,22.49,23.6925,15.3675,9.8325,11.2725,15.1425,14.74,14.0975,15.9525,36.02,22.4525,11.825,16.8675,25.1925,22.045
845,20.8325,17.37,24.9325,22.535,23.725,15.415,9.8625,11.3075,15.2325,14.7875,14.14,16.0225,36.1775,22.5425,11.89,16.91,25.2625,22.0625
850,20.9125,17.45,24.9525,22.5675,23.72,15.46,9.8875,11.3175,15.3025,14.8275,14.17,16.09,36.3475,22.6925,11.9425,16.9925,25.345,22.0975
855,20.9675,17.505,24.945,22.6075,23.7675,15.48,9.91,11.355,15.35,14.875,14.24,16.1375,36.4225,22.77,11.9825,17.07,25.4675,22.1575
860,21.0475,17.5775,25.0725,22.76,23.885,15.5825,9.965,11.4,15.41,14.8975,14.2925,16.205,36.5175,22.7925,12.0275,17.135,25.5125,22.225
865,21.1125,17.635,25.045,22.7525,23.8475,15.5925,9.98,11.4025,15.47,14.9425,14.3125,16.2475,36.6825,22.945,12.0825,17.21,25.6325,22.27
870,21.145,17.685,25.105,22.88,23.94,15.66,10.0175,11.45,15.51,14.975,14.395,16.3025,36.725,22.96,12.1225,17.29,25.7025,22.3325
875,21.2075,17.73,25.135,22.9225,23.9425,15.69,10.045,11.46,15.5375,14.99,14.42,16.3375,36.855,23.075,12.165,17.3475,25.8,22.39
880,21.24,17.778,25.12,22.99,23.962,15.732,10.076,11.488,15.572,15.036,14.484,16.384,36.978,23.148,12.206,17.438,25.898,22.44
885,21.29,17.8325,25.1275,23.055,23.975,15.77,10.1,11.5075,15.6,15.05,14.5375,16.43,37.02,23.205,12.2375,17.4775,25.9475,22.4775
890,21.3125,17.865,25.1375,23.1225,23.9925,15.8075,10.145,11.53,15.6325,15.0825,14.5675,16.4575,37.1525,23.275,12.2875,17.555,26.0325,22.54
895,21.2725,17.85,24.8925,22.945,23.705,15.73,10.095,11.4375,15.5625,15.025,14.495,16.375,37.335,23.5575,12.335,17.63,26.1625,22.5975
900,21.2275,17.8175,24.7325,22.915,23.7175,15.69,10.06,11.43,15.455,15.025,14.54,16.3325,37.2,23.6725,12.3225,17.77,26.365,22.7825
905,21.28,17.876,25.09,23.344,24.054,15.932,10.22,11.568,15.54,15.08,14.682,16.418,37.168,23.408,12.364,17.758,26.266,22.864
910,21.2625,17.855,24.805,23.135,23.8225,15.82,10.14,11.4775,15.495,15.0425,14.6275,16.395,37.3075,23.7325,12.41,17.885,26.5125,22.94
915,21.2925,17.9,24.87,23.2675,23.875,15.8775,10.125,11.4775,15.4575,15.1,14.67,16.405,37.235,23.6625,12.375,17.955,26.6375,23
920,21.325,17.9575,25.1375,23.5925,24.2325,16.05,10.2975,11.6325,15.56,15.125,14.835,16.4925,37.0825,23.445,12.3975,17.925,26.5,23.0025
925,21.322,17.954,24.948,23.44,23.916,15.984,10.26,11.54,15.552,15.104,14.712,16.476,37.462,23.772,12.492,17.95,26.602,23.012
930,21.0825,17.865,24.1825,22.6025,22.88,15.5,9.925,11.115,15.315,14.885,14.3075,16.1725,37.6625,24.48,12.5575,18.0175,26.8325,22.93
935,20.805,17.57,23.8575,22.2375,22.95,15.3625,9.6725,11.0125,15.0625,14.6975,14.21,15.935,36.2675,24.3775,12.3775,17.8175,26.615,22.88
940,20.602,17.488,24.588,23.184,23.706,15.648,10.176,11.324,15.034,14.856,14.466,15.956,36.436,23.552,12.41,17.886,26.63,23.328
945,20.4825,17.3375,24.0575,22.7325,23.075,15.55,9.8525,11.08,15.15,14.7425,14.36,15.985,36.545,24.155,12.4075,17.91,26.9525,23.2775
950,20.5475,17.52,24.3675,22.97,23.4525,15.67,10,11.115,14.8975,14.8575,14.4325,15.86,36.2,23.705,12.3025,17.7125,26.6875,23.09
955,20.115,17.2625,23.925,22.7675,23.08,15.53,9.8925,11.1375,14.8475,14.7275,14.4475,15.955,35.9525,23.405,12.07,17.5475,26.5225,22.8325
960,20.174,17.246,24.164,22.77,23.276,15.562,9.992,11.148,14.812,14.782,14.442,15.966,35.56,23.102,11.952,17.142,26.276,22.368
965,20.1375,17.28,24.1,22.7875,23.1575,15.5675,9.94,11.1125,14.755,14.795,14.5,15.945,35.3425,22.715,11.805,16.95,26.07,22.04
970,20.1925,17.315,24.2175,22.84,23.2475,15.545,10.1425,11.27,14.9575,14.8475,14.5575,16.12,35.17,22.4975,11.7775,16.6975,25.7225,21.715
975,20.1975,17.465,23.93,22.53,22.805,15.4425,10.05,11.0925,14.985,14.9075,14.4575,16.1325,35.72,22.9475,11.81,16.8925,26.0675,21.66
980,20.158,17.322,23.92,22.484,22.882,15.43,10.062,11.176,14.99,14.888,14.562,16.184,35.512,22.95,11.848,16.892,25.954,21.748
985,20.135,17.4175,23.9725,22.58,22.9425,15.47,10.08,11.1875,15.12,14.99,14.62,16.2475,35.55,22.85,11.87,16.9475,26.0375,21.5725
990,20.355,17.49,24.18,22.725,23.04,15.595,10.075,11.185,15.14,14.925,14.615,16.205,35.805,22.94,11.92,17.025,26.105,21.68
995,20.48,17.605,24.175,22.795,23.08,15.605,10.145,11.295,15.285,15.045,14.7,16.32,35.9,22.995,11.885,16.97,26.055,21.53
1000,20.65,17.74,24.27,22.95,23.15,15.69,10.22,11.36,15.45,15.12,14.8,16.44,36.16,23.15,11.88,17.12,26.14,21.52
1005,20.76,17.82,24.31,23.02,23.29,15.78,10.25,11.41,15.52,15.16,14.85,16.51,36.3,23.27,11.93,17.24,26.22,21.64
1010,20.915,17.945,24.47,23.185,23.52,15.94,10.315,11.505,15.65,15.24,14.95,16.61,36.575,23.425,12.045,17.45,26.44,21.86
1015,21.1,18.09,24.64,23.38,23.68,16.08,10.4,11.59,15.81,15.32,15.06,16.73,36.84,23.6,12.13,17.65,26.58,22
1020,21.22,18.21,24.75,23.52,23.8,16.19,10.46,11.66,15.93,15.38,15.14,16.8,37.03,23.74,12.19,17.79,26.71,22.11
1025,21.39,18.355,24.855,23.67,23.91,16.325,10.515,11.72,16.06,15.46,15.225,16.915,37.31,23.925,12.26,17.955,26.86,22.235
1030,21.56,18.48,24.94,23.81,24.02,16.42,10.56,11.78,16.17,15.5,15.29,16.99,37.58,24.09,12.33,18.11,26.97,22.35
1035,21.66,18.54,24.98,23.87,24.09,16.46,10.59,11.83,16.22,15.53,15.31,17.03,37.75,24.18,12.36,18.21,27.05,22.44
1040,21.72,18.62,25.03,23.94,24.16,16.49,10.61,11.85,16.29,15.55,15.35,17.07,37.86,24.27,12.43,18.31,27.14,22.54
1045,21.835,18.71,25.11,24.065,24.265,16.605,10.66,11.915,16.365,15.615,15.425,17.15,38.075,24.43,12.515,18.46,27.25,22.7
1050,21.96,18.81,25.17,24.17,24.33,16.68,10.7,11.96,16.44,15.66,15.47,17.2,38.24,24.57,12.6,18.59,27.35,22.81
1055,22.03,18.87,25.21,24.22,24.37,16.72,10.72,11.98,16.48,15.69,15.5,17.24,38.33,24.66,12.63,18.66,27.4,22.88
1060,22.105,18.92,25.235,24.285,24.42,16.78,10.76,12.01,16.545,15.715,15.535,17.28,38.47,24.745,12.67,18.76,27.495,22.96
1065,22.15,18.97,25.24,24.32,24.44,16.81,10.78,12.03,16.57,15.73,15.56,17.32,38.56,24.83,12.71,18.84,27.55,23.05
1070,22.18,18.99,25.25,24.35,24.43,16.84,10.79,12.04,16.58,15.74,15.58,17.33,38.62,24.89,12.74,18.89,27.59,23.1
1075,22.215,19.045,25.235,24.37,24.45,16.87,10.805,12.045,16.605,15.745,15.585,17.34,38.685,24.955,12.75,18.93,27.595,23.115
1080,22.23,19.06,25.21,24.39,24.42,16.87,10.81,12.03,16.61,15.75,15.58,17.34,38.72,25.01,12.74,18.95,27.62,23.15
1085,22.22,19.06,25.18,24.36,24.39,16.88,10.81,12.02,16.6,15.75,15.58,17.35,38.7,25.03,12.72,18.96,27.63,23.12
1090,22.245,19.095,25.1,24.325,24.3,16.865,10.81,11.995,16.585,15.735,15.57,17.31,38.69,25.03,12.645,18.88,27.535,23.005
1095,22.25,19.08,25.01,24.29,24.23,16.82,10.8,11.95,16.53,15.69,15.52,17.26,38.62,25.04,12.51,18.81,27.45,22.89
1100,22.22,19.04,24.91,24.25,24.15,16.8,10.79,11.92,16.47,15.67,15.5,17.19,38.55,25.04,12.48,18.79,27.44,22.88
1105,22.17,19.03,24.82,24.18,24.07,16.8,10.77,11.88,16.41,15.65,15.45,17.14,38.48,25.03,12.43,18.73,27.39,22.81
1110,22.24,19.07,24.56,24.015,23.725,16.66,10.715,11.72,16.37,15.57,15.275,17,38.29,24.85,12.045,18.33,26.905,22.17
