"plot","340","350","360","370","380","390","400","410","420","430","440","450","460","470","480","490","500","510","520","530","540","550","560","570","580","590","600","610","620","630","640","650","660","670","680","690","700","710","720","730","740","750","760","770","780","790","800","810","820","830","840","850","860","870","880","890","900","910","920","930","940","950","960","970","980","990","1000","1010","1020","1030","1040","1050","1060","1070","1080","1090","1100","1110","1120","1130","1140","1150","1160","1170","1180","1190","1200","1210","1220","1230","1240","1250","1260","1270","1280","1290","1300","1310","1320","1330","1340","1350","1360","1370","1380","1390","1400","1410","1420","1430","1440","1450","1460","1470","1480","1490","1500","1510","1520","1530","1540","1550","1560","1570","1580","1590","1600","1610","1620","1630","1640","1650","1660","1670","1680","1690","1700","1710","1720","1730","1740","1750","1760","1770","1780","1790","1800","1810","1820","1830","1840","1850","1860","1870","1880","1890","1900","1910","1920","1930","1940","1950","1960","1970","1980","1990","2000","2010","2020","2030","2040","2050","2060","2070","2080","2090","2100","2110","2120","2130","2140","2150","2160","2170","2180","2190","2200","2210","2220","2230","2240","2250","2260","2270","2280","2290","2300","2310","2320","2330","2340","2350","2360","2370","2380","2390","2400","2410","2420","2430","2440","2450","2460","2470","2480","2490","2500","2510","2520"
"m1",1.776,1.71333333333333,1.71714285714286,1.71166666666667,1.77,1.81,1.81142857142857,1.85714285714286,1.95857142857143,2.10571428571429,2.27285714285714,2.45857142857143,2.63142857142857,2.76,2.87714285714286,3.03714285714286,3.28571428571429,3.71142857142857,4.41857142857143,5.20571428571429,5.75285714285714,6.2475,6.32,6.11857142857143,5.79857142857143,5.58571428571429,5.50625,5.36714285714286,5.17142857142857,5.09428571428571,5.01,4.75857142857143,4.51125,4.18285714285714,4.20428571428571,5.055,7.23,10.1775,13.0642857142857,15.90625,17.9328571428571,19.0125,19.51,19.7942857142857,19.96375,20.0975,20.23,20.3675,20.43375,20.58875,20.75125,20.90625,21.0425,21.15625,21.2444444444444,21.30875,21.2366666666667,21.29,21.3266666666667,21.06,20.6022222222222,20.43875,20.14,20.21625,20.1411111111111,20.282,20.6533333333333,20.915,21.22,21.5533333333333,21.75,21.96,22.105,22.1766666666667,22.2266666666667,22.245,22.2133333333333,22.24,21.59,20.4733333333333,20.18,19,18.47,18.51,18.5566666666667,18.4933333333333,18.565,18.74,19.0766666666667,19.355,19.65,19.855,20.0533333333333,20.1033333333333,20.1033333333333,20.01,19.7533333333333,19.1733333333333,18.495,17.6333333333333,16.8633333333333,16.59,15.93,15.2166666666667,15.525,14.8733333333333,14.6066666666667,14.2866666666667,12.42,11.3133333333333,9.22,6.79,6.09333333333333,6.49666666666667,6.24666666666667,5.965,6.15,6.55,7.01,7.43,7.82,8.30333333333333,8.76666666666667,9.125,9.45666666666667,9.85666666666667,10.2766666666667,10.58,10.8766666666667,11.2033333333333,11.5233333333333,11.725,11.82,11.7533333333333,11.6266666666667,11.43,11.2333333333333,10.9333333333333,10.6633333333333,10.49,10.3033333333333,9.98,9.68666666666667,9.49333333333333,9.385,9.59,10.37,11.9966666666667,13.39,13.82,14.3766666666667,14.0733333333333,14.2533333333333,14.58,14.5833333333333,14.3166666666667,12.1825,9.75333333333333,8.02,12.875,8.52,4.26,3.98,2.8875,2.695,2.95333333333333,3.3375,3.76,3.66,3.3175,3.5075,3.5675,3.78,3.695,3.76,3.825,4.015,4.26,4.5,4.5675,4.6525,4.78,4.9125,5.0325,5.03,4.89,4.904,4.91,4.8725,4.9525,4.7825,4.63,4.49,4.16,4.1725,3.9325,3.92,3.804,3.8225,3.635,3.614,3.53,3.57,4.04,4.205,3.618,3.2225,3.2275,3.284,3.61,3.724,4.63,3.3425,3.658,7.29,6.488,6.802,6.6075,8.54
"m2",1.586,1.505,1.48428571428571,1.48,1.51571428571429,1.53857142857143,1.53714285714286,1.56571428571429,1.64,1.75714285714286,1.88714285714286,2.03571428571429,2.17857142857143,2.28142857142857,2.37571428571429,2.51,2.69428571428571,3.03857142857143,3.62428571428571,4.27857142857143,4.82142857142857,5.02,5.12714285714286,4.97285714285714,4.68285714285714,4.49571428571429,4.40625,4.30285714285714,4.13571428571429,4.08142857142857,4.0025,3.78571428571429,3.6,3.38285714285714,3.39857142857143,4.04,5.86714285714286,8.3125,10.7228571428571,13.06375,14.7942857142857,15.72875,16.17625,16.3828571428571,16.555,16.66625,16.7825,16.91375,16.9925,17.13125,17.29125,17.445,17.57125,17.68625,17.7811111111111,17.85875,17.8277777777778,17.88625,17.9488888888889,17.82625,17.4677777777778,17.40125,17.2377777777778,17.365,17.3744444444444,17.47,17.7333333333333,17.945,18.2033333333333,18.4733333333333,18.65,18.8066666666667,18.92,18.9966666666667,19.06,19.095,19.05,19.07,18.4833333333333,17.7966666666667,17.705,16.79,16.55,16.645,16.6766666666667,16.66,16.725,16.8533333333333,17.1566666666667,17.4,17.64,17.825,17.9866666666667,18.05,18.0733333333333,18.015,17.8466666666667,17.4,16.895,16.21,15.5933333333333,15.225,14.5266666666667,13.71,14.115,13.88,13.4,13.07,11.475,10.2266666666667,8.66333333333333,6.505,5.96333333333333,6.28333333333333,6.11333333333333,5.89,6.13333333333333,6.53666666666667,7.01,7.405,7.81,8.25333333333333,8.69333333333333,9.015,9.33333333333333,9.71,10.0966666666667,10.4,10.67,10.9766666666667,11.2666666666667,11.455,11.52,11.4566666666667,11.34,11.17,10.98,10.7166666666667,10.4566666666667,10.3,10.14,9.85333333333333,9.57,9.40333333333333,9.29,9.49333333333333,10.18,11.4566666666667,12.7433333333333,13.255,12.7966666666667,13.25,13.3766666666667,13.225,14.12,13.3833333333333,11.1733333333333,8.03333333333333,10.7,5.01,6.6875,6.01,3.7425,2.8125,2.5175,2.68666666666667,3.1775,3.37,3.2225,3.38,3.4725,3.605,3.69666666666667,3.6325,3.7275,3.9025,4.0225,4.19,4.4375,4.635,4.755,4.8375,5.0025,5.0575,5.1975,5.13,5.158,5.0775,5.0925,5.0875,4.9025,4.7325,4.54,4.228,4.0525,3.955,3.7975,3.826,3.685,3.6875,3.512,3.585,3.5625,3.968,4.22,3.782,3.3625,3.67,3.38,2.515,3.902,3.78,2.86,3.79,4.7825,4.27,8.704,7.225,11.27
"m3",3.684,3.575,3.61,3.63333333333333,3.70428571428571,3.75142857142857,3.74285714285714,3.81285714285714,4.03142857142857,4.38857142857143,4.81714285714286,5.27571428571429,5.63857142857143,5.87714285714286,6.07571428571429,6.31571428571429,6.72857142857143,7.41857142857143,8.6,9.88285714285714,10.5614285714286,11.34,11.4314285714286,10.8957142857143,10.2828571428571,9.82714285714286,9.605,9.31285714285714,8.93571428571429,8.75285714285714,8.5525,8.08428571428571,7.6625,7.13142857142857,7.08571428571429,8.35375,11.3742857142857,15.005,18.1685714285714,21.2275,23.3071428571429,24.28375,24.34,24.86,24.71625,24.625,24.62625,24.61,24.56,24.745,24.88375,24.94125,25.04625,25.09375,25.1277777777778,25.0975,24.88,24.8775,25.0322222222222,24.20125,24.3511111111111,24.18625,24.0788888888889,24.17125,23.8977777777778,24.122,24.2533333333333,24.47,24.7366666666667,24.9366666666667,25.055,25.1733333333333,25.235,25.2466666666667,25.2033333333333,25.1,24.9133333333333,24.56,23.4733333333333,23.6833333333333,23.545,22.7366666666667,22.5366666666667,22.385,22.2933333333333,22.2666666666667,22.28,22.4033333333333,22.6233333333333,22.875,23.05,23.17,23.2366666666667,23.3633333333333,23.37,23.22,22.9333333333333,22.4133333333333,21.78,20.9833333333333,20.0966666666667,18.875,17.8733333333333,17.8666666666667,17.335,17.4533333333333,17.1666666666667,17.02,15.405,13.3533333333333,12.2466666666667,9.525,8.93666666666667,9.33333333333333,9.32,9.16,9.41,9.94,10.5433333333333,11.055,11.5533333333333,12.0933333333333,12.6033333333333,13.01,13.39,13.8333333333333,14.2666666666667,14.615,14.9266666666667,15.2633333333333,15.6066666666667,15.865,15.9633333333333,15.8966666666667,15.7566666666667,15.585,15.39,15.0933333333333,14.7866666666667,14.565,14.34,13.9833333333333,13.59,13.29,13.095,13.1866666666667,13.6266666666667,15.12,16.45,17.185,17.5166666666667,17.1933333333333,16.8866666666667,17.29,17.13,17.3733333333333,15.1825,8.5,13.4625,9.17,7.8025,5.07333333333333,5.7625,4.4375,4.1625,4.24333333333333,4.665,5.4225,5.4175,5.2775,5.4525,5.7425,5.81666666666667,5.9375,5.975,6.155,6.3725,6.6975,7.0525,7.2375,7.385,7.4075,7.7,7.79,7.75,7.7425,7.694,7.605,7.7725,7.6675,7.4875,7.3975,7.125,6.792,6.575,6.4875,6.27,6.17,6.195,6.0175,5.798,5.7025,5.755,6.316,6.1825,5.52,5.2625,5.39,4.962,5.6925,5.128,5.666,5.1575,5.49,4.525,5.722,5.28,9.18,6.215
"m4",2.598,2.51166666666667,2.53857142857143,2.555,2.62428571428571,2.68,2.69285714285714,2.74428571428571,2.86285714285714,3.04142857142857,3.26142857142857,3.53,3.77428571428571,3.95142857142857,4.11,4.30571428571429,4.64,5.17571428571429,6.06571428571429,7.03857142857143,7.50857142857143,8.28625,8.30857142857143,7.98571428571429,7.56428571428571,7.27142857142857,7.13875,6.93571428571429,6.66714285714286,6.57,6.4375,6.09857142857143,5.77375,5.37,5.38428571428571,6.4175,9.01285714285714,12.1675,15.0914285714286,17.96375,19.8714285714286,20.845,21.07625,21.7271428571429,21.64125,21.71125,21.84625,21.9675,22.10625,22.35375,22.4925,22.56,22.73875,22.85375,22.99,23.08125,23.0777777777778,23.1775,23.4844444444444,22.6175,22.9422222222222,22.88,22.7555555555556,22.79125,22.4877777777778,22.676,22.9433333333333,23.185,23.51,23.7966666666667,23.98,24.1666666666667,24.285,24.3466666666667,24.3733333333333,24.325,24.24,24.015,22.96,22.88,22.65,21.68,21.2,21.03,20.94,20.8833333333333,20.92,21.11,21.39,21.685,21.91,22.095,22.24,22.3733333333333,22.3766666666667,22.24,21.9633333333333,21.3966666666667,20.705,19.86,18.92,17.725,16.2666666666667,15.8433333333333,15.12,15.74,15.0566666666667,15.0466666666667,13.425,11.2066666666667,10.3933333333333,8.02,7.46333333333333,7.81333333333333,7.72333333333333,7.46,7.64666666666667,8.08333333333333,8.59333333333333,9.025,9.46666666666667,9.96333333333333,10.4466666666667,10.835,11.1866666666667,11.61,12.03,12.355,12.6633333333333,12.98,13.2966666666667,13.53,13.6133333333333,13.5366666666667,13.3466666666667,13.15,12.9466666666667,12.6566666666667,12.3833333333333,12.205,12.0033333333333,11.67,11.3533333333333,11.1333333333333,10.985,11.12,11.4933333333333,12.8733333333333,14.3466666666667,14.915,14.5666666666667,14.69,14.9166666666667,16.275,15.51,15.7333333333333,9.64,3.34,7.91,6.61666666666667,8.655,4.94666666666667,2.435,3.8925,3.73,4.04333333333333,4.3175,4.6375,4.7625,4.595,4.745,4.895,4.93666666666667,5.1025,5.065,5.245,5.4,5.5575,5.9075,6.065,6.1025,6.4,6.3775,6.54,6.52,6.415,6.338,6.3375,6.3875,6.3425,6.255,6.0425,5.84,5.564,5.42,5.215,5.24,5.05,5.015,4.9125,4.868,4.7925,4.88,5.264,5.6925,4.826,4.4225,4.5025,5.274,3.6925,4.312,4.088,5.275,3.902,5.175,4.0175,8.545,3.14,4.65
"m5",3.172,3.09333333333333,3.11142857142857,3.13833333333333,3.19857142857143,3.23428571428571,3.23285714285714,3.29,3.47,3.76571428571429,4.10857142857143,4.47857142857143,4.76714285714286,4.95428571428571,5.09857142857143,5.28857142857143,5.63428571428571,6.20142857142857,7.17857142857143,8.25285714285714,8.66857142857143,9.51625,9.50714285714286,9.03142857142857,8.50714285714286,8.13,7.95125,7.68428571428571,7.36,7.20714285714286,7.05875,6.69142857142857,6.3175,5.85285714285714,5.79,6.90375,9.43428571428571,12.7225,15.9128571428571,19.2525,21.4771428571429,22.59,22.76625,23.4614285714286,23.27875,23.25125,23.30625,23.28875,23.38125,23.56875,23.69375,23.72,23.86875,23.91,23.9655555555556,23.9425,23.8411111111111,23.84,24.0744444444444,23.02625,23.4777777777778,23.26875,23.1911111111111,23.165,22.8588888888889,23.006,23.1833333333333,23.52,23.7866666666667,24.0166666666667,24.195,24.3333333333333,24.42,24.4433333333333,24.4166666666667,24.3,24.15,23.725,22.9533333333333,23.17,22.775,22.13,21.6566666666667,21.33,21.2066666666667,21.19,21.195,21.3233333333333,21.5533333333333,21.82,21.99,22.11,22.19,22.3833333333333,22.3333333333333,22.135,21.8233333333333,21.28,20.57,19.7733333333333,18.6733333333333,17.565,16.9666666666667,16.6066666666667,15.925,16.02,16.4166666666667,15.5033333333333,14.215,12.39,10.46,8.395,7.62333333333333,8.02,8.07666666666667,7.915,7.99333333333333,8.43666666666667,8.99666666666667,9.465,9.93666666666667,10.46,10.9466666666667,11.35,11.76,12.1766666666667,12.6033333333333,12.98,13.2733333333333,13.5933333333333,13.9433333333333,14.175,14.2533333333333,14.1966666666667,14.0333333333333,13.845,13.6466666666667,13.3533333333333,13.0466666666667,12.84,12.6633333333333,12.29,11.91,11.6133333333333,11.525,11.46,11.9833333333333,13.2633333333333,14.5033333333333,15.225,15.1566666666667,15.3233333333333,15.1333333333333,15.595,15.2766666666667,15.2566666666667,9.975,7.90333333333333,4.255,2.27,2.68333333333333,2.49666666666667,2.14666666666667,3.3275,3.0325,3.16,3.585,3.86,4.2075,4.2475,4.2575,4.355,4.48666666666667,4.5525,4.69,4.835,5.015,5.3,5.6475,5.7675,5.8525,6.045,6.1575,6.39,6.2575,6.1725,6.242,6.2625,6.28,6.255,6.085,5.8525,5.5425,5.358,5.17,5.025,4.8275,4.846,4.6525,4.4625,4.506,4.3375,4.505,4.73,4.865,4.64,3.4475,4.0425,4.268,3.2125,3.898,3.594,2.9475,3.614,3.42,2.872,4.546,3.175,8.69
"m6",2.416,2.35833333333333,2.37571428571429,2.39333333333333,2.44857142857143,2.49428571428571,2.51285714285714,2.56142857142857,2.65,2.77857142857143,2.93,3.10142857142857,3.26714285714286,3.39714285714286,3.51857142857143,3.66428571428571,3.88142857142857,4.19571428571429,4.70428571428571,5.25714285714286,5.54571428571429,6.0425,6.09,5.95857142857143,5.77428571428571,5.64571428571429,5.615,5.54285714285714,5.43714285714286,5.42428571428571,5.41375,5.28285714285714,5.15,4.97428571428571,5.03,5.6325,7.02142857142857,8.80625,10.5314285714286,12.27375,13.4742857142857,14.11375,14.29625,14.6842857142857,14.685,14.76125,14.88,14.99,15.0775,15.2475,15.3675,15.4525,15.5675,15.64875,15.7322222222222,15.7925,15.7711111111111,15.8625,15.9877777777778,15.56125,15.57,15.58625,15.5722222222222,15.55125,15.42,15.562,15.7,15.94,16.19,16.41,16.53,16.68,16.78,16.84,16.8733333333333,16.865,16.8066666666667,16.66,15.8933333333333,16.0566666666667,16.02,15.49,15.3166666666667,15.245,15.21,15.2166666666667,15.25,15.3733333333333,15.55,15.73,15.8866666666667,16.01,16.1366666666667,16.24,16.2666666666667,16.205,16.07,15.78,15.4,14.8966666666667,14.37,13.395,12.4433333333333,11.9366666666667,12.095,11.4466666666667,12.0466666666667,10.7933333333333,11.26,9.79666666666667,9.10333333333333,7.505,7.17,7.42,7.42666666666667,7.245,7.39,7.65,7.99,8.265,8.54666666666667,8.86333333333333,9.17,9.425,9.65666666666667,9.93666666666667,10.2133333333333,10.45,10.65,10.8633333333333,11.1066666666667,11.285,11.3533333333333,11.2933333333333,11.1766666666667,11.07,10.94,10.7566666666667,10.5766666666667,10.455,10.3333333333333,10.1166666666667,9.90666666666667,9.74333333333333,9.67,9.71,9.92333333333333,10.6333333333333,11.5933333333333,10.695,12.0066666666667,11.5866666666667,10.3033333333333,11.185,12.27,11.0333333333333,7.595,2.58,4.175,4.81,5.18666666666667,4.66333333333333,3.195,3.91,3.9875,4.4,4.48,4.735,5.2,5.0075,5.025,5.0725,5.13,4.94,5.17,5.245,5.3175,5.45,5.635,5.74,5.8325,5.9875,6.0475,5.9975,6.0825,6.0975,5.952,6.0775,5.91,5.9075,5.9175,5.7025,5.465,5.342,5.29,5.3125,5.045,4.892,4.915,4.75,4.738,4.6075,4.61,4.98,5.225,4.85,4.0825,4.28,3.994,4.6325,4.654,3.694,3.2,4.172,4.3825,4.16,3.76666666666667,6.5825,11.415
"s1",2.28,2.27666666666667,2.32857142857143,2.38166666666667,2.46285714285714,2.53857142857143,2.59714285714286,2.66,2.75571428571429,2.87714285714286,2.99714285714286,3.12142857142857,3.23,3.31857142857143,3.40142857142857,3.49285714285714,3.62,3.76857142857143,4.01,4.29,4.38285714285714,4.66,4.75142857142857,4.67571428571429,4.59857142857143,4.53714285714286,4.52,4.49714285714286,4.45714285714286,4.45571428571429,4.47,4.40714285714286,4.3575,4.30142857142857,4.31,4.68,5.35714285714286,6.23875,7.04428571428571,7.85375,8.42142857142857,8.7625,8.88875,9.16714285714286,9.2475,9.3475,9.4625,9.55375,9.615,9.74,9.82625,9.8875,9.96,10.0125,10.0733333333333,10.13125,10.1222222222222,10.15,10.2411111111111,9.94,9.99888888888889,9.93625,9.95444444444444,10.08375,10.0488888888889,10.102,10.2066666666667,10.315,10.45,10.5633333333333,10.63,10.6966666666667,10.76,10.7933333333333,10.8066666666667,10.81,10.7866666666667,10.715,10.3966666666667,10.28,10.335,10.0666666666667,10.01,9.99,10.0133333333333,10.0166666666667,10.03,10.11,10.2,10.32,10.4066666666667,10.475,10.5366666666667,10.57,10.6033333333333,10.59,10.5333333333333,10.3833333333333,10.165,9.95,9.67333333333333,9.185,8.33333333333333,7.99333333333333,8.25,7.84666666666667,7.87333333333333,7.85666666666667,6.975,6.63666666666667,6.09666666666667,5.295,5.14666666666667,5.40333333333333,5.29,5.355,5.41,5.61666666666667,5.83666666666667,6.02,6.19333333333333,6.4,6.58333333333333,6.725,6.86666666666667,7.03333333333333,7.18333333333333,7.335,7.45333333333333,7.57666666666667,7.69,7.765,7.77666666666667,7.73,7.67666666666667,7.61,7.52333333333333,7.41333333333333,7.29666666666667,7.235,7.16333333333333,7.05333333333333,6.92333333333333,6.85,6.765,6.81333333333333,6.90333333333333,7.35666666666667,7.42,7.54,7.41,7.76666666666667,7.54666666666667,7.735,7.22333333333333,7.88333333333333,7.2875,10.8066666666667,7.44,7.75333333333333,6.405,4.50333333333333,4.1525,3.335,3.1875,3.18666666666667,3.585,3.7775,3.76,3.685,3.73,3.76,3.76333333333333,3.8075,3.78,3.8075,3.895,3.9425,4.08,4.1425,4.1675,4.2675,4.32,4.3775,4.4225,4.335,4.308,4.4,4.4,4.2275,4.1525,4.015,3.9525,3.818,3.7525,3.6275,3.5775,3.558,3.3975,3.435,3.482,3.4525,3.5325,3.522,3.6675,3.504,3.215,3.1325,3.122,3.1575,3.26,3.214,2.825,4.252,6.2425,5.59,8.88,5.1075,8
"s2",2.47,2.43666666666667,2.46714285714286,2.49333333333333,2.54857142857143,2.6,2.63142857142857,2.67571428571429,2.76142857142857,2.88142857142857,3.01,3.14285714285714,3.24714285714286,3.32285714285714,3.38714285714286,3.46857142857143,3.59,3.78571428571429,4.12285714285714,4.49571428571429,4.68857142857143,4.9975,5.02857142857143,4.88,4.70285714285714,4.56,4.4875,4.39428571428571,4.27285714285714,4.21,4.14625,3.99428571428571,3.86125,3.68714285714286,3.67714285714286,4.08125,5.07714285714286,6.36375,7.57428571428571,8.81375,9.70142857142857,10.2,10.36625,10.7057142857143,10.75625,10.83625,10.935,11,11.0675,11.18125,11.2725,11.32125,11.3975,11.4375,11.4877777777778,11.51,11.4855555555556,11.48375,11.5788888888889,11.17125,11.1988888888889,11.11625,11.1277777777778,11.2125,11.1522222222222,11.204,11.3633333333333,11.505,11.65,11.7833333333333,11.875,11.9566666666667,12.01,12.0366666666667,12.0333333333333,11.995,11.9166666666667,11.72,11.3133333333333,11.2433333333333,11.135,10.8566666666667,10.66,10.6,10.5733333333333,10.5866666666667,10.615,10.6766666666667,10.8,10.935,11.0266666666667,11.105,11.14,11.23,11.21,11.13,10.9866666666667,10.73,10.39,10.0033333333333,9.49,9.245,8.79333333333333,8.53333333333333,8.585,8.66333333333333,8.12333333333333,8.10333333333333,7,6.14333333333333,5.57333333333333,4.64,4.28666666666667,4.43666666666667,4.48333333333333,4.395,4.46666666666667,4.70666666666667,4.95666666666667,5.17,5.38666666666667,5.63333333333333,5.85333333333333,6.025,6.20666666666667,6.39333333333333,6.6,6.765,6.9,7.04,7.17333333333333,7.24,7.26,7.23,7.16666666666667,7.085,6.99666666666667,6.86,6.72333333333333,6.645,6.54333333333333,6.4,6.21666666666667,6.11333333333333,6.085,6.03666666666667,6.30666666666667,7.25333333333333,7.65666666666667,7.785,8.20666666666667,7.94,8.26,8.01,7.98666666666667,8.46,6.48,7.75666666666667,6.275,6.7925,6.86,3.60666666666667,3.91,2.135,2.275,2.28666666666667,2.5,2.56,2.62,2.64,2.7425,2.955,2.75666666666667,2.84,2.8975,2.9625,3.075,3.175,3.2675,3.2925,3.385,3.5075,3.5675,3.6,3.6,3.5075,3.45,3.515,3.56,3.48,3.415,3.2675,3.21,3.02,3,2.93,2.8725,2.776,2.8325,2.74,2.836,2.89,2.695,2.988,3.275,2.48,2.67,2.71,2.732,2.4575,2.786,2.93,2.4775,3.782,4.935,10.526,5.716,9.34,7.3
"s3",2,1.95,1.94857142857143,1.95166666666667,2.00428571428571,2.03285714285714,2.04285714285714,2.08285714285714,2.16714285714286,2.30428571428571,2.47,2.65142857142857,2.81,2.92142857142857,3.02142857142857,3.15142857142857,3.33714285714286,3.67285714285714,4.23857142857143,4.83857142857143,5.26857142857143,5.51375,5.6,5.41142857142857,5.13857142857143,4.93857142857143,4.85875,4.76285714285714,4.60428571428571,4.53857142857143,4.46375,4.24714285714286,4.06875,3.85285714285714,3.85428571428571,4.44875,6.02857142857143,8.0375,9.81428571428571,11.5125,12.8257142857143,13.58875,13.915,14.1828571428571,14.41125,14.53,14.66375,14.77625,14.78125,14.9375,15.135,15.30125,15.4075,15.50875,15.57,15.6175,15.4944444444444,15.5125,15.5333333333333,15.30125,15.05,14.96375,14.8022222222222,14.9325,15.0077777777778,15.154,15.4366666666667,15.65,15.9233333333333,16.16,16.315,16.4366666666667,16.545,16.5833333333333,16.6066666666667,16.585,16.47,16.37,15.8166666666667,15.4933333333333,15.36,14.6966666666667,14.4933333333333,14.51,14.55,14.5566666666667,14.615,14.7433333333333,14.97,15.185,15.38,15.515,15.6266666666667,15.7033333333333,15.74,15.66,15.47,15.1,14.645,14.07,13.5233333333333,12.98,12.1633333333333,12.0066666666667,11.88,11.59,11.6833333333333,11.1633333333333,10.09,8.97333333333333,7.76666666666667,6.21,5.79,6.04,5.95,5.82,5.95666666666667,6.29,6.66,6.975,7.28,7.62,7.94666666666667,8.21,8.44666666666667,8.73,9.03666666666667,9.275,9.50666666666667,9.73333333333333,9.92,10.045,10.0633333333333,10.0166666666667,9.92,9.8,9.68,9.48,9.28,9.17,9.03,8.82666666666667,8.59333333333333,8.43666666666667,8.35,8.44666666666667,8.90666666666667,9.80333333333333,10.92,11.225,11.4333333333333,11.82,11.3066666666667,11.875,11.9766666666667,11.54,8.285,9.06333333333333,10.295,2.565,4.9425,3.42666666666667,4.405,3.1375,2.9025,3.03333333333333,3.405,3.59,3.725,3.605,3.6525,3.765,3.76333333333333,3.7775,3.7575,3.87,3.96,4.045,4.195,4.3825,4.45,4.575,4.685,4.71,4.7775,4.63,4.69,4.6425,4.665,4.5875,4.53,4.26,4.0775,4.036,3.94,3.6925,3.5875,3.56,3.665,3.4475,3.354,3.34,3.5025,3.838,3.9125,3.352,3.0475,3.515,2.768,3.105,3.098,2.974,2.7825,3.55,3.88,6.4325,5.398,3.4125,5.17
